inspection_date,vehicle_no,good_truckbox,good_truckfloor,good_truckdoor,good_curtain,good_cooling_unit,pest_check,odor_check
2023-05-31,834169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-09,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-28,491934,Yes,Yes,No,Yes,Yes,Yes,Yes
2023-04-08,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-07,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-13,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-20,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-15,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-02,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-05,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-13,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-23,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-29,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-19,975958,Yes,Yes,Yes,Yes,No,Yes,Yes
2023-11-21,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-09,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-19,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-27,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-04,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-18,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-05,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-16,740803,No,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-16,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-25,927199,Yes,Yes,Yes,Yes,Yes,Yes,No
2023-06-24,761087,Yes,No,Yes,Yes,Yes,Yes,Yes
2024-03-25,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-18,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-26,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-09,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-31,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-29,603843,Yes,No,Yes,Yes,Yes,Yes,Yes
2024-12-27,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-24,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-10,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-20,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-11,975958,Yes,Yes,No,Yes,Yes,Yes,Yes
2024-06-30,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-23,834169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-07,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-02,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-12,805995,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-26,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-31,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-13,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-04,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-17,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-25,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-20,491934,Yes,Yes,Yes,No,Yes,Yes,Yes
2022-12-20,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-16,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-13,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-21,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-09,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-21,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-16,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-30,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-23,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-04,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-08,257344,Yes,Yes,Yes,Yes,Yes,No,Yes
2022-07-27,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-24,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-06,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-13,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-30,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-03,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-09,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-26,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-05,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-12,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-05,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-10,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-03,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-03,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-13,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-26,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-21,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-24,834169,Yes,No,Yes,Yes,Yes,Yes,Yes
2023-10-27,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-02,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-07,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-30,747240,Yes,Yes,Yes,Yes,Yes,No,Yes
2022-07-01,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-18,491934,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-09,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-18,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-24,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-23,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-10,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-06,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-25,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-11,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-24,459040,Yes,No,Yes,Yes,Yes,Yes,Yes
2022-02-22,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-09,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-18,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-31,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-15,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-18,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-09,834169,Yes,No,Yes,Yes,Yes,Yes,No
2024-04-09,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-20,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-12,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-28,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-30,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-01,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-06,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-25,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-06,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-01,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-13,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-29,491934,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-17,833447,Yes,Yes,Yes,Yes,Yes,No,Yes
2022-01-11,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-03,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-03,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-17,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-07,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-13,730082,Yes,No,Yes,Yes,No,Yes,Yes
2023-11-28,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-11,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-14,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-09,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-05,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-16,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-23,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-27,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-12,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-23,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-08,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-31,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-26,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-23,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-15,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-08,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-19,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-24,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-20,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-17,417866,Yes,Yes,Yes,No,Yes,Yes,Yes
2024-10-22,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-12,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-15,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-01,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-21,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-10,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-07,147795,Yes,Yes,Yes,No,Yes,Yes,Yes
2022-08-18,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-19,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-10,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-29,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-05,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-23,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-23,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-09,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-23,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-27,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-20,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-05,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-01,147795,No,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-28,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-09,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-08,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-30,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-10,257344,Yes,Yes,Yes,Yes,Yes,Yes,No
2024-11-09,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-15,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-03,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-06,491934,Yes,Yes,No,Yes,Yes,Yes,Yes
2024-02-21,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-23,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-17,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-26,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-23,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-09,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-18,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-28,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-30,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-28,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-13,376342,Yes,Yes,Yes,Yes,Yes,No,Yes
2024-11-15,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-12,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-05,491934,Yes,No,Yes,Yes,Yes,Yes,Yes
2024-11-19,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-14,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-12,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-05,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-25,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-10,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-27,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-07,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-03,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-04,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-19,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-03,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-18,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-05,725173,Yes,No,Yes,Yes,Yes,Yes,Yes
2022-11-30,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-27,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-17,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-24,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-07,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-03,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-27,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-01,679149,Yes,No,Yes,Yes,Yes,Yes,Yes
2022-07-09,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-21,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-11,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-07,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-24,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-21,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-22,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-01,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-17,805995,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-14,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-27,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-20,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-02,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-15,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-29,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-24,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-14,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-20,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-16,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-26,133960,Yes,Yes,Yes,Yes,Yes,Yes,No
2022-02-20,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-08,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-02,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-06,376342,Yes,No,Yes,Yes,Yes,Yes,Yes
2022-11-02,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-23,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-06,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-08,679149,No,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-05,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-17,834169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-28,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-30,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-30,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-15,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-03,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-27,679149,Yes,Yes,Yes,No,Yes,Yes,Yes
2022-04-01,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-12,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-14,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-21,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-13,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-28,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-18,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-01,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-03,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-29,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-23,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-18,965360,Yes,Yes,Yes,Yes,Yes,No,Yes
2024-11-26,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-17,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-27,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-29,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-10,147795,Yes,Yes,No,Yes,Yes,Yes,Yes
2024-01-14,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-25,459040,Yes,Yes,Yes,Yes,No,Yes,Yes
2022-11-15,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-06,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-06,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-10,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-13,834169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-07,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-18,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-21,805995,Yes,Yes,Yes,Yes,Yes,Yes,No
2024-12-01,805995,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-02,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-13,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-12,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-21,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-14,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-29,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-24,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-09,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-15,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-21,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-17,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-13,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-05,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-03,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-30,491934,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-01,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-26,969104,Yes,Yes,Yes,Yes,Yes,Yes,No
2023-12-08,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-03,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-24,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-03,679149,Yes,Yes,Yes,Yes,Yes,No,Yes
2024-04-19,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-25,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-04,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-02,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-12,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-06,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-11,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-11,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-13,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-26,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-31,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-24,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-10,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-30,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-30,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-24,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-18,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-15,104015,Yes,No,Yes,No,Yes,Yes,Yes
2023-11-15,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-13,927199,Yes,Yes,Yes,Yes,No,Yes,Yes
2024-09-28,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-16,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-22,793668,Yes,Yes,Yes,No,Yes,Yes,Yes
2022-12-31,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-31,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-21,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-23,834169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-01,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-06,376747,Yes,Yes,Yes,No,Yes,Yes,Yes
2022-02-22,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-20,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-05,805995,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-17,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-11,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-06,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-20,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-26,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-25,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-31,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-06,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-23,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-12,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-01,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-28,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-08,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-31,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-10,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-26,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-19,761087,Yes,No,Yes,Yes,Yes,Yes,Yes
2024-09-14,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-27,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-19,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-17,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-03,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-28,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-19,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-11,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-07,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-23,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-30,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-10,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-28,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-17,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-27,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-23,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-22,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-18,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-07,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-09,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-21,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-15,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-10,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-10,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-25,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-11,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-20,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-05,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-30,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-05,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-17,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-17,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
